"","ID","site","clone","clone.new","row","col","F1","F2","F23","F24","F24.segment_L","F24.segment_P","F24.segment","X24.GCC","X24.RCC","F25","F25.segment_P","F25.segment_L","F25.segment","X25.GCC","X25.RCC"
"518","L1x1","L","90","90","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.137940395,0.067032336,0.102486366,0.432709646,0.350550793
"555","L2x1","L","70","79","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.374907561,0.533656181,0.454281871,0.464062139,0.357670341
"592","L3x1","L","31","49","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.048565443,0.040223223,0.044394333,0.416293557,0.350563021
"629","L4x1","L","93",NA,"4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","L5x1","L","74","74","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.349847882,0.245273174,0.297560528,0.456364893,0.341736465
"703","L6x1","L","33","33","6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.294358815,0.368712195,0.331535505,0.46354099,0.346560416
"740","L7x1","L","93","92","7","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.205442758,0.11253418,0.158988469,0.430076334,0.347951781
"777","L8x1","L","33","49","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.053777014,0.068000815,0.060888915,0.42706072,0.334463151
"814","L9x1","L","70","90","9","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.149669771,0.046060775,0.097865273,0.449288439,0.333095935
"851","L10x1","L","74","87","10","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.472942302,0.501651693,0.487296997,0.458719249,0.328405131
"519","L1x2","L","43","43","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.212836802,0.079481538,0.14615917,0.433767168,0.353155886
"556","L2x2","L","80","80","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.048565443,0.302098305,0.175331874,0.426201664,0.350677955
"593","L3x2","L","92","92","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.158521808,0.095014419,0.126768114,0.427678771,0.348156171
"630","L4x2","L","43","unique_genotyp_3","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.297849612,0.349540806,0.323695209,0.45892103,0.357657771
"667","L5x2","L","73","73","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.309494062,0.247222878,0.27835847,0.455176841,0.346653572
"704","L6x2","L","55","31","6","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.365152149,0.440295639,0.402723894,0.466787636,0.344253774
"741","L7x2","L","72","72","7","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.240635608,0.106645366,0.173640487,0.452660488,0.352146629
"778","L8x2","L","79","84","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.160087076,0.234862848,0.197474962,0.450492113,0.337480687
"815","L9x2","L","69","69","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.381658551,0.314252832,0.347955691,0.472157698,0.329453677
"852","L10x2","L","27","65","10","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.414301428,0.466765326,0.440533377,0.478722082,0.336074689
"520","L1x3","L","49","49","1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.120940909,0.104392066,0.112666488,0.436713577,0.349649363
"557","L2x3","L","57","L4","2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.374907561,0.104433012,0.239670287,0.445461049,0.352759728
"594","L3x3","L","41","L2","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.361049589,0.25317413,0.307111859,0.457054186,0.354867959
"631","L4x3","L","53","54","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.473292429,0.484769212,0.47903082,0.468018684,0.333968481
"668","L5x3","L","69","69","5","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.374440708,0.24892448,0.311682594,0.460264359,0.338233516
"705","L6x3","L","28","28","6","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.452499855,0.529484728,0.490992291,0.470042992,0.343448404
"742","L7x3","L","50","L5","7","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.454023732,0.250237752,0.352130742,0.452483082,0.347440851
"779","L8x3","L","52","93","8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.543780868,0.456377364,0.500079116,0.486184814,0.341827407
"816","L9x3","L","24","33","9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.543857968,0.31646574,0.430161854,0.481099356,0.334835435
"853","L10x3","L","68","65","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.371529272,0.621783885,0.496656578,0.468053002,0.334769974
"521","L1x4","L","56","55","1","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.478436447,0.349267092,0.413851769,0.468929438,0.350934086
"558","L2x4","L","52","54","2","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.1665914,0.416777823,0.291684612,0.451806994,0.344435755
"595","L3x4","L","60",NA,"3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","L4x4","L","50","50","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.062509348,0.133166544,0.097837946,0.426874594,0.346038182
"669","L5x4","L","87","87","5","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.573651532,0.386584446,0.480117989,0.466520607,0.33708569
"706","L6x4","L","94","94","6","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.202104272,0.391857425,0.296980848,0.441555943,0.339795384
"743","L7x4","L","53","72","7","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.328357155,0.154485668,0.241421411,0.454300413,0.34907961
"780","L8x4","L","47","47","8","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.314838501,0.442276098,0.3785573,0.464664136,0.33810745
"817","L9x4","L","31","52","9","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.403568076,0.387054812,0.395311444,0.467021943,0.324674606
"854","L10x4","L","53","L10","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.215213728,0.410098134,0.312655931,0.463838797,0.342152526
"522","L1x5","L","35","35","1","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.179009679,0.132787623,0.155898651,0.438532926,0.340189035
"559","L2x5","L","76","72","2","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.074488517,0.19611031,0.135299413,0.433345794,0.349722472
"596","L3x5","L","74",NA,"3","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","L4x5","L","89","89","4","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.248827478,0.326419588,0.287623533,0.459428597,0.336537223
"670","L5x5","L","68","89","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.336834587,0.241125771,0.288980179,0.451018925,0.337946612
"707","L6x5","L","90","70","6","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.333808733,0.556511095,0.445159914,0.475197442,0.33789197
"744","L7x5","L","56","unique_genotype_9","7","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.279587354,0.212833905,0.246210629,0.457296812,0.364954399
"781","L8x5","L","27","L1","8","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.354313692,0.433850314,0.394082003,0.460606571,0.33377247
"818","L9x5","L","50","92","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.194602555,0.122712011,0.158657283,0.449042201,0.337330846
"855","L10x5","L","35","35","10","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.111739447,0.169428496,0.140583971,0.438578195,0.342230191
"523","L1x6","L","51","51","1","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.10360043,0.075595715,0.089598072,0.423707815,0.346268373
"560","L2x6","L","48","47","2","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.427828627,0.250712878,0.339270752,0.449421081,0.348000876
"597","L3x6","L","92","92","3","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.134392315,0.08069068,0.107541497,0.437867973,0.349789808
"634","L4x6","L","32","84","4","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.279471039,0.319048945,0.299259992,0.4468115,0.354930071
"671","L5x6","L","84","84","5","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.255097477,0.206451404,0.230774441,0.448708934,0.342961018
"708","L6x6","L","77","77","6","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.428274071,0.473124838,0.450699454,0.465748892,0.336605193
"745","L7x6","L","94","L4","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.070318414,0.050550938,0.060434676,0.416257817,0.345215579
"782","L8x6","L","74","79","8","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.466990718,0.596373282,0.531682,0.481751729,0.335179412
"819","L9x6","L","87","87","9","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.474570293,0.38068722,0.427628757,0.4687776,0.354841162
"856","L10x6","L","93","80","10","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.309239595,0.364265826,0.33675271,0.455648921,0.351115858
"524","L1x7","L","87","L6","1","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.435396459,0.345687337,0.390541898,0.445117491,0.35588053
"561","L2x7","L","30","69","2","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.174178396,0.366587172,0.270382784,0.446774284,0.349898997
"598","L3x7","L","28","28","3","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.427585133,0.372503961,0.400044547,0.45495692,0.353967811
"635","L4x7","L","49","49","4","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.047326463,0.115899272,0.081612867,0.418430125,0.347253063
"672","L5x7","L","74","74","5","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.321823165,0.26291682,0.292369993,0.452858547,0.342734466
"709","L6x7","L","68","L12","6","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.361428618,0.421414724,0.391421671,0.472455847,0.356593486
"746","L7x7","L","72","L7","7","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.499101268,0.414866721,0.456983995,0.464803835,0.350528503
"783","L8x7","L","40","80","8","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.273132693,0.370504633,0.321818663,0.452344896,0.35082742
"820","L9x7","L","28",NA,"9","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","L10x7","L","57","45","10","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.40765386,0.343654094,0.375653977,0.450899551,0.335296905
"525","L1x8","L","60","L11","1","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.512031263,0.512190762,0.512111013,0.461153886,0.33870017
"562","L2x8","L","79","74","2","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.251755345,0.300215601,0.275985473,0.449566078,0.351064107
"599","L3x8","L","61","84","3","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.464436008,0.190754974,0.327595491,0.444031738,0.35118875
"636","L4x8","L","35","35","4","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.276446077,0.301971558,0.289208817,0.447902731,0.330682179
"673","L5x8","L","61","61","5","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.361950221,0.328391241,0.345170731,0.456705347,0.349012159
"710","L6x8","L","87","88","6","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.384884098,0.434074136,0.409479117,0.463067418,0.342589228
"747","L7x8","L","47","90","7","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.209777193,0.065621972,0.137699583,0.443198623,0.352928583
"784","L8x8","L","65","L9","8","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.136192534,0.239048695,0.187620615,0.440443151,0.349122628
"821","L9x8","L","31","31","9","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.396161751,0.316165296,0.356163523,0.460373033,0.350896975
"858","L10x8","L","87","87","10","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.50388899,0.556896018,0.530392504,0.481672425,0.344538567
"526","L1x9","L","51","L8","1","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.45868138,0.424848067,0.441764724,0.460787938,0.366515459
"563","L2x9","L","50","50","2","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.257330358,0.121721961,0.189526159,0.444429391,0.352236259
"600","L3x9","L","54","69","3","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.227486613,0.238129669,0.232808141,0.449662853,0.343313588
"637","L4x9","L","84","72","4","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.211103636,0.377942422,0.294523029,0.458509088,0.348344517
"674","L5x9","L","24","35","5","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.353017868,0.238625066,0.295821467,0.458703404,0.32477716
"711","L6x9","L","78","78","6","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.466116107,0.528132436,0.497124271,0.464456518,0.342701309
"748","L7x9","L","56","unique_genotype_10","7","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.444842558,0.314300994,0.379571776,0.4679109,0.355967764
"785","L8x9","L","70","84","8","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.442942539,0.339117465,0.391030002,0.46053563,0.346744923
"822","L9x9","L","48","unique_genotype_13","9","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.365513759,0.294075053,0.329794406,0.461809416,0.36356045
"859","L10x9","L","73","73","10","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.35671891,0.469945219,0.413332065,0.473016257,0.347701727
"527","L1x10","L","32","90","1","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.18293731,0.111770766,0.147354038,0.443470816,0.35187652
"564","L2x10","L","77","68","2","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.274670957,0.345318422,0.309994689,0.457715698,0.345159889
"601","L3x10","L","65","65","3","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.379414282,0.328401774,0.353908028,0.466614285,0.341182685
"638","L4x10","L","87","87","4","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.360777711,0.441194425,0.400986068,0.474911935,0.343886826
"675","L5x10","L","43","L4","5","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.205395165,0.078412672,0.141903919,0.442721566,0.337981834
"712","L6x10","L","68","unique_genotype_8","6","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.440459516,0.549208965,0.49483424,0.470254028,0.344488182
"749","L7x10","L","93","93","7","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.439575422,0.368826145,0.404200784,0.471641379,0.374378665
"786","L8x10","L","68","68","8","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.382345503,0.438640524,0.410493013,0.472755424,0.344620996
"823","L9x10","L","45","28","9","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.56529952,0.436624952,0.500962236,0.476216264,0.326144903
"860","L10x10","L","78","78","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.267555002,0.387560875,0.327557938,0.460826369,0.336783208
"528","L1x11","L","90","90","1","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.095652099,0.060864533,0.078258316,0.446436973,0.358248985
"565","L2x11","L","40","unique_genotyp_1","2","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.087567096,0.307511363,0.19753923,0.45372024,0.348834213
"602","L3x11","L","53","54","3","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.471587227,0.431614246,0.451600737,0.467976032,0.350526916
"639","L4x11","L","61","61","4","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.216266683,0.305055263,0.260660973,0.441261844,0.3607966
"676","L5x11","L","52","52","5","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.305105732,0.284680229,0.29489298,0.445245312,0.335281957
"713","L6x11","L","53","49","6","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.144130727,0.278340948,0.211235838,0.432453172,0.350227247
"750","L7x11","L","33","33","7","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.510237224,0.397462151,0.453849687,0.476786867,0.358051108
"787","L8x11","L","51","L4","8","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.148663758,0.29339801,0.221030884,0.457309376,0.353142767
"824","L9x11","L","61","61","9","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.265683961,0.226593008,0.246138484,0.448933325,0.35738285
"861","L10x11","L","94","93","10","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.461074665,0.561248176,0.511161421,0.488753635,0.338648745
"529","L1x12","L","49","49","1","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.143786202,0.071616496,0.107701349,0.440756754,0.348505924
"566","L2x12","L","79","24","2","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.358034507,0.413191837,0.385613172,0.471851377,0.351963933
"603","L3x12","L","88","88","3","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.458552481,0.349791071,0.404171776,0.458280588,0.346273726
"640","L4x12","L","92",NA,"4","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","L5x12","L","93","L13","5","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.548127538,0.482134747,0.515131143,0.472146585,0.341430056
"714","L6x12","L","80",NA,"6","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","L7x12","L","31","31","7","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.432826319,0.2641922,0.34850926,0.448985981,0.356426396
"788","L8x12","L","78","78","8","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.292179866,0.333273779,0.312726823,0.470809711,0.345940476
"825","L9x12","L","74","79","9","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.459854653,0.380748977,0.420301815,0.476652445,0.351478924
"862","L10x12","L","54",NA,"10","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","L1x13","L","69","65","1","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.398442349,0.314160296,0.356301322,0.457381167,0.352483093
"567","L2x13","L","78","31","2","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.378778208,0.40462224,0.391700224,0.469059858,0.347727858
"604","L3x13","L","89","92","3","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.236333645,0.124536449,0.180435047,0.443419707,0.346674224
"641","L4x13","L","84","84","4","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.496210494,0.497337693,0.496774093,0.466450805,0.344680573
"678","L5x13","L","51","87","5","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.353394138,0.32980522,0.341599679,0.467430951,0.358575192
"715","L6x13","L","61",NA,"6","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","L7x13","L","40","40","7","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.392755828,0.365221237,0.378988532,0.473384862,0.344733364
"789","L8x13","L","84","87","8","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.424030098,0.50001835,0.462024224,0.463324053,0.346118183
"826","L9x13","L","80","78","9","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.534550661,0.33277035,0.433660505,0.473261397,0.348117872
"863","L10x13","L","89","65","10","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.366979238,0.481269467,0.424124352,0.481927236,0.353184818
"531","L1x14","L","55",NA,"1","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","L2x14","L","35","35","2","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.265765442,0.309670957,0.2877182,0.45442928,0.333108647
"605","L3x14","L","24",NA,"3","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","L4x14","L","94","94","4","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.404996503,0.528698026,0.466847265,0.454608737,0.364387073
"679","L5x14","L","31","31","5","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.323543552,0.248675835,0.286109693,0.458227666,0.335841
"716","L6x14","L","56",NA,"6","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","L7x14","L","60",NA,"7","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","L8x14","L","35","35","8","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.203570383,0.272815808,0.238193095,0.46436036,0.334376121
"827","L9x14","L","72",NA,"9","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","L10x14","L","31","31","10","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.503130316,0.544091659,0.523610988,0.483075092,0.347061906
"532","L1x15","L","76",NA,"1","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","L2x15","L","60",NA,"2","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","L3x15","L","65",NA,"3","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","L4x15","L","27","27","4","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.189575227,0.250873354,0.22022429,0.460345262,0.328761718
"680","L5x15","L","93","93","5","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.493565244,0.495814203,0.494689724,0.486557243,0.339762932
"717","L6x15","L","79","79","6","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.497654894,0.580937979,0.539296436,0.480028906,0.33890139
"754","L7x15","L","31","31","7","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.481437461,0.382452042,0.431944751,0.473205642,0.331979782
"791","L8x15","L","57","77","8","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.345806365,0.527056507,0.436431436,0.470860744,0.345175849
"828","L9x15","L","69",NA,"9","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","L10x15","L","30",NA,"10","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","L1x16","L","73",NA,"1","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","L2x16","L","93","74","2","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.289475758,0.250794058,0.270134908,0.461631119,0.3478533
"607","L3x16","L","69","69","3","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.224979624,0.107853232,0.166416428,0.462847164,0.338099278
"644","L4x16","L","84","89","4","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.246963511,0.344987481,0.295975496,0.4667253,0.337235859
"681","L5x16","L","76","76","5","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.221068266,0.161966209,0.191517237,0.466920488,0.334913714
"718","L6x16","L","78",NA,"6","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","L7x16","L","33","33","7","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.525621367,0.504760406,0.515190886,0.488851358,0.333860212
"792","L8x16","L","45","L6","8","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.404279672,0.414580505,0.409430089,0.472546369,0.333155346
"829","L9x16","L","89","84","9","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.477209068,0.279957281,0.378583174,0.46474499,0.338375076
"866","L10x16","L","61","61","10","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.187103728,0.297048508,0.242076118,0.466372745,0.367821507
"534","L1x17","L","30","40","1","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.49274577,0.4385201,0.465632935,0.481637554,0.322037735
